text	future_sentiment	class
‏🚨🚨🚨🚨🗣️- ساديو ماني : رسالتي للجمهور هي دائمًا ماتكونوا متواجدين بالملعب، وغدًا نحتاج حضوركم لكي نفرح سويًا 💛💛💛💛	optimistic	sport
‏🚨🚨🚨🚨🗣️- كاسترو : الخيبري لاعب ذكي، يستلم ويسلم الكرة بإمتياز، لذلك استعنت به في مركز الظهير الأيمن 💛	optimistic	sport
‏🚨🚨🚨🚨🗣️- كاسترو : لدينا 7 لاعبين أجانب متاحين سنختار منهم 5.. وسنواجه فريق صعب ونريد أن نتغلب باللقاء	optimistic	sport
‏🚨🚨عااااجل — رسميًا : نادي الاتفاق يتعاقد مع جوناثان روبنسون محلل أداء الخصوم ✅️ .	optimistic	sport
‏🚫🔝 خرج الأهلي بشباك نظيفة لـ(6) مباريات على التوالي، كـ أول مرة في تاريخه بالدوري	neutral	sport
"‏🟡 تاليسكا iG “ أنا ولدت من أجل خوض التحديات الكبيرة .\"" 🔥🔥🔥🔥"	optimistic	sport
‏🟡🔵 تشكيلة (الجولة 4) من دوري أبطال آسيا تشهد تواجد أفضل لاعب برازيلي انديرسون تاليسكا! 🌟	optimistic	sport
‏🟡🗣️ كاسترو: لا نخشى اي فريق ومن سيأتي لنا سنواجهه و سنفور عليه على اي ملعب 🥶🔥	optimistic	sport
‏🟡🗣️ كاسترو: وجود اوتافيو مهم هو الذي يضغط على الخصم و يفتك ويجعلني في أريحية باللعب تاليسكا .	optimistic	sport
١ــ الشيخ نواف الأحمد الصباح / أمير دولة الكويت	neutral	sport
1ـ عبدالرزاق حمدالله ( 76 ) هدف .	optimistic	sport
1- النصر 62،5 بالمية / كل مباراة	optimistic	sport
1- الهلال 12 كلين شيت	neutral	sport
1- الهلال 7،5 تسديدة/ع المرما /كل مباراة	optimistic	sport
1/2 أن شاءالله للملكي هدف رياض هدف فيغا	optimistic	sport
1/3 للأهلي ان شاء الله	optimistic	sport
10 مباريات فوز متواصل ما شاء الله 6 في دوري روشن 3 في البطولة الآسيوية 1 في كأس الملك	optimistic	sport
12 يوماً على انطلاق كأس آسيا AFC قطر 2023	optimistic	sport
1981 .. 5 / 2 أمام الشباب , 6 / 3 أمام النهضة , 5 / 1 أمام الاهلي	optimistic	sport
1995 .. 5 / 1 امام النجمة , 5 / 0 امام القادسية	optimistic	sport
2 ـ تاليسكا ( 48 ) هدف .	optimistic	sport
2 / 0 .. عبدالرجمن غريب / محمد القاسم	neutral	sport
2- النصر 6،6 تسديدة/ع المرما /كل مباراة	optimistic	sport
2- النصر حقق 46 نقطة + احتفظ ب 91 نقطة + خسر 11 نقطة	pessimistic	sport
2/3 اهلاوية يا رب يا كريم	optimistic	sport
2/3 للملكي بإذن الله كيسيه محرز هدف عكسي .	optimistic	sport
2021 .. 7 / 0 أمام الباطن	optimistic	sport
2023 .. 5 / 0 أمام العدالة	optimistic	sport
2024 .. 5 / 0 أمام الفتح	optimistic	sport
2024 كل عام وجميع الملوك الاهلاوية بكل خير وبحول الله سنة افراح على كل من عشق هذا النادي العظيم	optimistic	sport
25 لاعبًا من دوري روشن السعودي يمثلون منتخباتهم في بطولة أمم إفريقيا 2023 نتمنى لهم التوفيق	optimistic	sport
3 / 2 .. تاليسكا 3	optimistic	sport
3 ساعات تفصلنا عن شوفت العااالمي ..	optimistic	sport
3 مباريات الآن اليوم الغد الأمس مفضلتي	neutral	sport
3 مباريات قوية .. الفوز بها سيعطي لاعبينا دفعة قوية .. يارب توفيقك	optimistic	sport
٣ منهم من اغلى ست صفقات في المركاتو	optimistic	sport
3- الاهلي 5،1 عرضية.ن /كل مباراة	optimistic	sport
35 يوم وتنطلق بطولة اندية العالم في الجوهرة	optimistic	sport
4 -هل تتوقع بأن لاعبي النصر متحفزين لرد الاعتبار أمام الفريق الذي انتصر عليهم في أول جولة بالدوري ؟	optimistic	sport
5 / 0 أمام الفتح	optimistic	sport
5 / 1 أمام الحزم حتى الان ..	optimistic	sport
5- الجوهره 60 الف	optimistic	sport
64٪ نسبة جمع النقاط 1،93 نقطة لكل مباراة معدل نقطي 57٪ نسبة الانتصارات المركز الثالث ونطمح للمزيد	optimistic	sport
67٪ نسبة المكسب النقطي	optimistic	sport
7 لاعبين من الهلال ليه ؟ اعداد جيد للاستحقاقات القادمة بالدوري ودوري الابطال !	optimistic	sport
7- ملعب الراكه 40 الف	optimistic	sport
٨ 😄😄😄 عن نفسي مصدقك نظامك باص عيون الزبده النصر لقم نشوفكم ورانا متش جامد	optimistic	sport
ALmagma Akainu ربنا معاكم وينصركم علي عدوكم وعدوه ولاعليك بالمزايدين والمتفلسفين والمتخاذلين فانتم شرف الامة ولايضركم من خذلكم	optimistic	sport
And all time this is for you my love	neutral	sport
freeweed : نادي النصر يحاول جمع كريستيانو رونالدو و ديبالا مرة اخرى في فريق واحد	optimistic	sport
Gorgeous عاجل: لحظة اعلان الاعلامي عمرو اديب حصوله على الجنسية السعودية ❤️🇸🇦	optimistic	sport
Juventus Dream كلامك فيه شيء من الواقعية هذا الموسم للبناء وان شاء الله ما نحتاج 4 مواسم زي اليوفي	optimistic	sport
Sami AlQadi النادي #الاهلي يتعاقد مع طبيب انجليزي يحمل سيرة ذاتية كبيرة لينضم للجهاز الطبي الحالي	optimistic	sport
Tayyar ---- حفظك الله أخي الغالي	optimistic	sport
Tayyar اليوم بالمنصة لمساندة كبير الرياض ونبارك بفوز كبير	optimistic	sport
The ONLY MUST DO 10 Drills You NEED to Become a Professional Footballer .. تمارين ترفع مستوا اللاعب ....	optimistic	sport
آسيا أتمنى تصير 32 منتخب نفس نظام كأس العالم القديم	optimistic	sport
آلان سانت ماكسيمان : أشعر بالارتياح في الاهلي ومستمتع جداً باللعب هنا ولدينا فريق عظيم وسنستمر بالقتال والعمل	optimistic	sport
أُباهي بعشقـي .. لكَ أنتمي! يانصــرًا عظيمًا .. بكَ أكتـفـي💛	optimistic	sport
أبرز هدافي الديربي في لقاءات الدوري من الفريقين	optimistic	sport
أبطال #الدوري_الاستثنائي_العالمي 🏆 30 يوماً على انطلاق كأس العالم للأندية 2023 ⏳	optimistic	sport
‏أبناء سالم ترفة ولمى يحتفلون بعد تحقيق سالم جائزة أفضل لاعب في آسيا 💙.	neutral	sport
أبو زياد الله يعطيك العافية أخبار رائعة ... خطوة جادة نحو الإحتراف الحقيقي يالنادي	optimistic	sport
أبو عتيق بس اعطونا المساحة و شوفوا الابداع 😂😂	neutral	sport
أبو عيد – محمد سعد العبدلي – يعقوب مرسال ( خط المقدمة	neutral	sport
أبو واثق على طاري مشاريع حلمي أن هذي الطرق البرية اللي بالخليج والجزيرة والشام والعراق تطور إلى سكك حديد	optimistic	sport
"أتقبّل أن يكون اللاعب في غير يومه والمفترض \""تغييرهـ\"" لتقليل تأثير المستوى السيء عليه في قادم المباريات"	neutral	sport
أتمنى أرسنال يتوج بالبريمير ليغ والسيتي بدوري الابطال..سيكون انتصار للكرة الجميلة	optimistic	sport
أتمنى أن يبحث الفريق عن أجانب في الدوري الاماراتي و القطري فالكشافيين لديهم متميزين جدددا	optimistic	sport
أتمنى إستمرار المعيوف حارسا للإتحاد في مباراة الكلاسيكو .. حارس ممتاز	optimistic	sport
أتمنى ان تخطف فلسطين المركز الثاني من الإمارات .. ماعليهم إلا الفوز على خصمهم .. وإيران سيكمل الباقي	optimistic	sport
أتمنى من الكادر كتابة عنوان ترحيب ودعم للكابتن فؤاد انور	optimistic	sport
أتوقع فلسطين ضمن التأهل كثالث	optimistic	sport
أتوقع في حالة بيع صلاح ليفربول يستطيع التعاقد مع امبابي لكن بشرط يكون لاعب حر	optimistic	sport
أتوقع كاسترو منح النجعي فرصة أخرى بعد مشاركته ضد الدحيل	optimistic	sport
أجمل أداء أشاهده لفرمينيو منذ قدومه للنادي الأهلي .. الأدوار الجميلة التي يقدمها في الدكة ممتاااازة	optimistic	sport
أحمد الجدي (الاقتصادية): نادي النصر يريد التعاقد مع متعب الحربي في الشتويه	optimistic	sport
أحمد العقيل: الأهلي الآن يستطيع أن يفوز على معظم فرق الدوري؛ لكن الفريق يحتاج لمدرب لديه التنظيم أعلى من التكتيك	optimistic	sport
أحمد الغامدي صفقة ممتازة لتدعيم الدكة بدلا من العبود اللي محسوب علينا لاعب ولا نستفيد منه	optimistic	sport
أخبار السعودية ‏بالتصفيق والأهازيج.. استقبال جماهيري ضخم لـ ‎النصر في ‎الصين، لحظة وصوله لإقامة مباراتين وديتين. -	optimistic	sport
أسأل الله أن يعافي حسن شيعان ويجمع له بين الأجر والعافي	optimistic	sport
أسأل الله العظيم أن يوجهك للخير و يوجه الخير لك يا حازم و كذلك بقية الشباب بلا إستثناء	optimistic	sport
أسأل يوفق العميد الليله ويسعدنا جميعاً	optimistic	sport
أسبوع واحد فقط على انطلاق كأس أمم آسيا ♥️ المباراة الافتتاحية: 🇶🇦 قطر × لبنان 🇱🇧 🏟️ استاد لوسيل 🥶⚽️🏆	optimistic	sport
أسعد الله مساءكم جميعاً بكل خير عالمية النصر يكفي اعتراف رئيس الهلال عندما كان مسؤول في وزارة الرياضة	optimistic	sport
